"","ID","participantid_in_session","participantcode","participantlabel","participant_is_bot","participant_index_in_pages","participant_max_page_index","participant_current_app_name","participant_round_number","participant_current_page_name","participantip_address","participanttime_started","participantexclude_from_data_an","participantvisited","participantmturk_worker_id","participantmturk_assignment_id","player","playerrandom_belief","playerbelief","playerbenchmark_belief","playerbelief_payoff","playergame_payoff","playerother_game_payoff","playerother_greedy","playerother_accepted_greedy","playerpayoff","groupid_in_subsession","grouprandom_game","groupoffer_accept","groupoffer","subsessionround_number","subsessiontot_fair","subsessiontot_accept","sessioncode","sessionlabel","sessionexperimenter_name","sessionmturk_HITId","sessionmturk_HITGroupId","sessioncomment","sessionis_demo","gender","age","playercountry","playerdegree","playerjob","playermajor","playeryear_major","playercomp_1","playercomp_2","playercomments","playerwhy_choice","playergasp_1","playergasp_2","playergasp_3","playergasp_4","playergasp_5","playergasp_6","playergasp_7","playergasp_8","playergasp_9","playergasp_10","playergasp_11","playergasp_12","playergasp_13","playergasp_14","playergasp_15","playergasp_16","guilt_neg","guilt_rep","shame_neg","shame_wit","playeraquino_1","playeraquino_2","playeraquino_3","playeraquino_4","playeraquino_5","playeraquino_6","playeraquino_7","playeraquino_8","playeraquino_9","playeraquino_10","playeraquino_11","playeraquino_12","playeraquino_13","ER_index","ER_out","ER_in","CR_out","CR_in","RS","RS_s","RS_v","RS_f","RT","RT_t","RT_r","playerstaxi_1","playerstaxi_2","playerstaxi_3","playerstaxi_4","playerstaxi_5","playerstaxi_6","playerstaxi_7","playerstaxi_8","playerstaxi_9","playerstaxi_10","playerstaxi_11","playerstaxi_12","playerstaxi_13","playerstaxi_14","playerstaxi_15","playerstaxi_16","playerstaxi_17","playerstaxi_18","playerstaxi_19","playerstaxi_20","playerstaxi_21","playerstaxi_22","playerstaxi_23","playerstaxi_24","playerstaxi_25","playerstaxi_26","playerstaxi_27","playerstaxi_28","playerstaxi_29","playerstaxi_30","playerstaxi_31","playerstaxi_32","playerstaxi_33","playerstaxi_34","playerstaxi_35","playerstaxi_36","playerstaxi_37","playerstaxi_38","playerstaxi_39","playerstaxi_40","playerstaxi_41","playerstaxi_42","playerstaxi_43","playerstaxi_44","playerstaxi_45","playerstaxi_46","playerstaxi_47","playerstaxi_48","playerstaxi_49","playerstaxi_50","playerstaxi_51","playerstaxi_52","playerstaxi_53","playerstaxi_54","playerstaxi_55","playerstaxi_56","playerstaxi_57","participant__id_in_session","sec_offer","sec_accept","sec_belief","sessiontime_scheduled","sessiontime_started","aquino_mis","RS_s_norm","RS_v_norm","RS_f_norm","RS_norm","RT_t_norm","RT_r_norm","RT_norm","ER_index_norm","ER_out_norm","ER_in_norm","CR_out_norm","CR_in_norm","treat","unique_group"
"11","24_2_D1",10,"70sa8h76","pc26",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.45.85.125","2017-02-24 10:23:27.858408+00:00",0,1,NA,NA,2,NA,4,4,10,0,0,NA,NA,14,6,0.9507,1,"0",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,0,22,"italiana","Diploma maturitÃ  scientifica","studente","laurea triennale",3,5,5,"no","Ho scelto di non accettare la proposta B perchÃ¨ il giocatore 1 sapeva che io sapevo che lui avrebbe guadagnato molto di piÃ¹ di me, in questo caso ho deciso di fare ""aut simul stabunt aut simul cadunt"", saremmo potuti andare a casa con 8 euro ciascuno. (se tu non sei solidale con me, neanche io lo sono con te).  per la previsione ho provato a stimare le persone ""egoiste"" e ""risk lover"" su un campione di 10 persone.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,21,16,20,23,15,5,5,5,19,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,1,3,3,4,3,3,3,3,3,2,3,1,3,2,3,3,3,2,3,2,3,1,1,3,3,4,2,1,2,1,3,4,3,1,10,NA,35,22,NA,NA,NA,42,42,44,42,44,48,46,52,62,48,46,54,2,6
"12","24_2_D1",15,"sg0bd5zj","pc2",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.171.127.156","2017-02-24 10:22:58.470912+00:00",0,1,NA,NA,1,NA,37,83,2,0,0,6,5,6,6,0.9507,1,"0",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,0,19,"Italiana","Diploma di Liceo Classico","Studente","Economia aziendale e management",1,4,4,"","Rischiare di ricevere una soma inferiore pur di provare ad attenere una somma maggiore; sapende di ottere comunque una somma",5,7,7,2,6,5,3,3,6,5,6,1,6,2,7,7,5,6.5,5.75,2.25,3,3,1,5,2,3,3,1,1,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,NA,42,NA,NA,2.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6
"13","24_2_D1",20,"n6zv7xjy","pc24",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.171.127.156","2017-02-24 10:23:17.726174+00:00",0,1,NA,NA,2,NA,7,4,2,2,14,NA,NA,6,7,0.7617,1,"0",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,1,22,"italiana","laurea","studente","management",1,5,3,"","ho immaginato che gli altri giocatori fossero per la maggior parte avversi al rischio o quantomeno neutrali e che quindi preferissero un guadagno certo di 8 â‚¬ ad un guadagno incerto di 14 o 0 visto che il valore atteso ponendo le probabilitÃ  al 50% di entrambe le scelte del giocatore 2 Ã¨ 7â‚¬ per il giocatore 1 e dunque minore di 8. Poi ho immaginato che alcuni dei partecipanti fossero propensi al rischio ma pensando che una percentuale del 30% ossia 7 su 10 fosse sufficiente, ma mi sbagliavo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,21,28,32,18,8,5,5,19,5,12,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,4,1,1,1,1,4,4,1,4,4,4,2,4,2,4,1,4,2,4,3,4,3,4,1,4,2,1,1,4,2,4,1,4,3,4,1,4,3,20,NA,10,4,NA,NA,NA,54,44,46,48,38,60,48,32,38,58,66,72,2,7
"14","24_2_D1",13,"rcjb496v","pc4",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.179.235.253","2017-02-24 10:23:08.617983+00:00",0,1,NA,NA,1,NA,91,67,2,14,2,6,4,6,7,0.7617,1,"0",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,0,24,"italiana","diploma","studente","CLMG",5,5,4,"","Ho pensato di fare l'offerta B, nell'ipotesi che sia meglio ricevere 2 euro piuttosto che 0. La previsione di un risultato alto per quanto attiene all'accettazione dell'offerta era razionale, ma essendo un gioco basato esclusivamente sulla vincita e non sulla possibilitÃ  di perdere propri soldi, qualche giocatore 2 ha preferito non vincere nulla piuttosto che far vincere una maggior somma al giocatore 1. Io sono contro le strategie punitive.",5,7,7,2,4,7,2,1,7,7,4,2,5,6,7,4,5.5,5.5,6.5,1.75,4,3,3,2,4,4,4,3,3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,15,NA,NA,3.07692313194275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7
"15","24_2_D1",1,"lkqc90du","pc9",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.186.38.2","2017-02-24 10:23:22.542789+00:00",0,1,NA,NA,1,NA,95,67,2,14,2,6,4,6,8,0.8412,NA,"1",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,0,18,"italiana","Diploma di maturitÃ  scientifica","studente","economia e finanza",1,5,5,"no","ho cercato di ottenere il guadagno maggiore possibile",7,4,4,1,5,4,5,2,6,4,5,1,7,3,6,2,4.5,5,4.75,2.25,5,4,4,5,4,3,4,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,15,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8
"16","24_2_D1",18,"w9ibts0s","pc5",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.63.100.77","2017-02-24 10:23:12.179103+00:00",0,1,NA,NA,2,NA,6,4,2,2,14,NA,NA,6,8,0.8412,NA,"1",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,1,23,"Italiana","Laurea triennale","Studentessa","Marketing",2,3,2,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,18,11,21,20,21,11,5,5,27,11,12,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,3,2,4,3,2,2,2,3,2,4,3,2,3,1,3,4,2,2,3,1,2,2,3,3,3,1,3,1,3,1,2,3,2,1,3,2,3,2,3,2,2,1,18,NA,10,15,NA,NA,NA,66,44,46,52,68,60,64,48,58,36,50,48,2,8
"17","24_2_D1",2,"btk8gvkj","pc22",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.97.160.245","2017-02-24 10:23:04.748114+00:00",0,1,NA,NA,2,NA,6,3,2,8,8,NA,NA,6,9,0.6941,NA,"1",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,0,20,"italiana","universitÃ ","studente","cleam",2,5,5,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,20,17,17,20,45,17,14,14,25,10,9,4,4,3,4,2,4,4,3,2,2,3,2,3,2,3,3,2,3,1,4,2,3,2,3,2,2,2,3,3,4,4,2,2,3,3,2,2,3,3,3,2,2,2,2,2,3,2,3,2,1,2,3,2,2,2,2,2,2,NA,NA,4,NA,NA,NA,82,68,68,74,60,48,58,56,58,50,40,48,2,9
"18","24_2_D1",19,"knyd7rdj","pc16",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.179.109.26","2017-02-24 10:22:38.854763+00:00",0,1,NA,NA,1,NA,21,71,2,8,8,7,5,6,9,0.6941,NA,"1",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,1,21,"italiana","studente","studente","CLEF",3,5,5,"","credevo che pochi giocatori 2 avrebbero accettato l'offerta B, per questo la mia previsione era bassa",7,7,7,1,7,3,3,5,7,7,7,3,7,7,7,7,7,7,6,3,5,5,5,5,5,5,5,3,3,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,7,NA,17,NA,NA,4.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9
"19","24_2_D1",7,"0nezido8","pc6",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.101.235.124","2017-02-24 10:23:32.871290+00:00",0,1,NA,NA,1,NA,95,83,2,0,0,6,5,4,10,0.0986,NA,"1",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,1,22,"italiana","laurea magistrale","studente","marketing management",1,4,4,"no","ho effettuato la scelta basandomi sui payoff del giocatore 2, che scegliendo tra 2 euro e 0 euro avrebbe preferito ricevere una somma di denaro invece che nulla",6,5,6,3,5,7,3,2,6,5,5,2,5,6,4,5,5.75,4.75,5.75,2.5,4,4,3,5,4,4,3,4,3,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,54,NA,61,NA,NA,3.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10
"20","24_2_D1",16,"3m6dyvyc","pc17",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.79.145.167","2017-02-24 10:22:42.473677+00:00",0,1,NA,NA,2,NA,4,4,10,0,0,NA,NA,4,10,0.0986,NA,"1",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,1,19,"Italiana","Diploma da ragioniere programmatore","Studente","CLEAM",1,5,3,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,14,20,15,16,22,9,7,6,23,9,11,1,2,1,1,1,1,2,1,3,4,1,1,1,1,1,1,2,4,2,4,2,2,1,1,4,2,2,2,1,3,3,2,2,2,1,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,1,2,2,16,NA,21,53,NA,NA,NA,56,46,48,50,54,56,54,56,44,54,38,42,2,10
"21","24_2_D1",5,"48h13job","pc3",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.167.67.198","2017-02-24 10:23:04.152933+00:00",0,1,NA,NA,1,NA,35,71,2,8,8,7,5,12,11,0.3093,1,"0",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,0,22,"Italiana","Diploma classico","Studente","Cleam",3,5,5,"","Ho fatto l'offerta A perchÃ¨ pensavo che l'offerta B non sarebbe stata accettata (io almeno non l'avrei accettata, perchÃ¨ non era equa, anche se avrei guadagnato meno)",5,4,6,1,6,5,6,1,4,7,7,2,5,7,7,4,5,6,5.75,2.5,4,4,4,5,5,4,5,1,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,27,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11
"22","24_2_D1",22,"npusebgg","pc1",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.150.135.91","2017-02-24 10:22:52.346402+00:00",0,1,NA,NA,2,NA,0,3,2,8,8,NA,NA,12,11,0.3093,1,"0",1,4,5,"1pexnuy7",16,NA,NA,NA,NA,0,0,20,"italiana","diploma classico","studente","cleam",2,5,5,"Sarei curioso di sapere cosa succederebbe se la vincita nell'Offerta A per entrambi i giocatori fosse 7â‚¬.   O se addirittura nell'Offerta A, la vincita potenziale del giocatore 2 fosse maggiore della vincita potenziale del giocatore 1. In tal caso sono sicuro che il desiderio di ""vendetta"" per i giocatori che scelgono l'offerta B porterebbe a un rifiuto dei giocatori 2 dell'offerta B. O no?  per il resto tutto limpido e chiaro!   Una piccola cosa, nell'email che ci avete inviato, l'orario era sbagliato, diceva che l'incontro era fissato dalle 12:30 alle 13:30!","Non ho potuto fare alcuna scelta dato che ero il giocatore nel gioco.   La ragione suggerisce che individui razionali, nel ruolo del giocatore 1, avrebbero dovuto scegliere l'offerta B, dato che il giocatore 2 avrebbe sicuramente accettato, la vincita accettando sarebbe stata superiore (2>0).   Qualcosa che ha a che fare con Nash, non ricordo esattamente. Il fatto che qualcuno abbia scelto l'Offerta A, indica che la componente emotiva giochi un ruolo fondamentale, piuttosto che rischiare di non vincere nulla hanno preferito avere 8â‚¬ facili.   Pensavo che tutti usassero la ragione e nessuno fosse avverso al rischio ed Ã¨ per questo che nella previsione ho messo 0 su 10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,20,21,19,26,32,9,15,8,27,10,12,1,2,1,2,1,2,1,1,3,3,1,4,2,4,4,2,3,2,4,3,3,3,3,2,2,4,3,3,4,3,4,4,4,2,1,3,3,3,3,3,1,2,2,2,1,1,2,3,1,3,2,4,4,2,3,4,3,22,NA,NA,10,NA,NA,NA,56,70,52,60,60,58,62,54,58,58,44,60,2,11
"23","9_5_D3_I",8,"8s70ki71","pc19",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.109.163.176","2017-05-09 07:44:55.649416+00:00",0,1,NA,NA,2,NA,3,7,2,11,11,NA,NA,6,1,0.8402,NA,"1",1,8,2,"3fk4qcz4",17,NA,NA,NA,NA,0,0,22,"italiana","laurea magistrale","studente","afc",1,5,4,"aumentare i guadagni del giocatore 2","ha fatto la previsione basandomi sul fatto che il giocatore 1 sostanzialmente non rischia in alcun modo con l'offerta a o b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,9,16,25,17,24,7,9,8,14,4,8,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,3,1,1,1,1,2,4,1,3,3,3,1,2,2,3,1,2,2,4,2,2,2,4,1,2,1,1,1,2,2,3,1,2,2,4,1,2,2,8,NA,NA,17,NA,NA,NA,50,54,52,52,36,44,38,42,32,48,58,42,6,12
"24","9_5_D3_I",21,"l66tkgly","pc17",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.152.233.4","2017-05-09 07:44:56.027714+00:00",0,1,NA,NA,1,NA,10,67,2,11,11,3,2,6,1,0.8402,NA,"1",1,8,2,"3fk4qcz4",17,NA,NA,NA,NA,0,1,20,"italiana","diploma","studentessa","cleam",2,4,4,"ripetere piÃ¹ volte l'esperimento, con riassegnazione e smistamento coppie","per la previsione ho cercato di immaginare come avrebbe agito uno studente medio della mia univerisitÃ ;  per l'offerta ho scelto l'opzione meno rischiosa, essendo piuttosto esigua la differenza di guadagno tra le due in caso di accettazione dell'offerta B, ma piuttosto elevata in caso di rifiuto della stessa.",2,7,6,3,5,6,4,2,3,5,6,2,6,5,7,5,3.75,6.25,5.75,2.75,4,3,3,4,3,3,2,2,1,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,4,NA,18,NA,NA,2.69230771064758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12
"25","9_5_D3_I",19,"iiuucaj1","pc20",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.41.215.197","2017-05-09 07:44:55.185773+00:00",0,1,NA,NA,1,NA,55,50,10,14,2,2,1,18,2,0.4821,0,"0",1,8,2,"3fk4qcz4",17,NA,NA,NA,NA,0,1,19,"italiana","diploma","studente","cleam",1,5,5,"provare se Ã¨ possibile ad aumentare le offerte proposte in modo tale da rendere il gioco piÃ¹ entusiasmante","pensare a quale delle due offerte potesse darmi un maggiore guadagno, considerando la possibile scelta del secondo giocatore",5,5,3,2,4,6,3,2,6,7,5,4,6,5,7,5,5.25,5.25,5.5,2.75,3,4,4,4,4,4,3,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,73,NA,117,NA,NA,2.61538457870483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,13
"26","9_5_D3_I",16,"wdrnow6i","pc18",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.71.208.240","2017-05-09 07:44:55.848614+00:00",0,1,NA,NA,2,NA,6,8,2,2,14,NA,NA,6,2,0.4821,0,"0",1,8,2,"3fk4qcz4",17,NA,NA,NA,NA,0,0,25,"italiana","laurea magistrale","stagista","marketing management",2,5,5,"Gioco troppo squilibrato in termini di payoff finali!!!","Miglior payoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,13,12,17,17,33,19,7,7,11,4,5,4,4,4,2,2,3,2,1,1,4,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,2,2,3,2,3,1,2,1,2,3,3,2,3,1,2,1,1,2,2,1,2,1,1,2,2,1,3,2,16,NA,5,5,NA,NA,NA,88,48,50,62,36,34,32,50,42,38,40,42,6,13
"27","9_5_D3_I",20,"8qymgbu7","pc3",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.230.176.210","2017-05-09 07:44:56.258043+00:00",0,1,NA,NA,2,NA,6,7,2,11,11,NA,NA,15,3,0.2766,NA,"1",1,8,2,"3fk4qcz4",17,NA,NA,NA,NA,0,1,21,"italiana","diploma","studente","BIEM",3,4,4,"no eravate molto chiari","potevo solo accettare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,18,25,25,19,9,5,5,19,5,11,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,4,1,2,2,1,3,4,2,3,3,2,2,3,2,3,1,3,3,4,3,3,2,4,3,4,3,1,2,3,3,4,1,3,1,4,2,3,1,20,NA,NA,12,NA,NA,NA,58,44,46,48,38,56,48,44,52,52,60,58,6,14
"28","9_5_D3_I",3,"ym2mfp09","pc8",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.142.142.206","2017-05-09 07:44:56.188115+00:00",0,1,NA,NA,1,NA,91,67,2,11,11,3,2,15,3,0.2766,NA,"1",1,8,2,"3fk4qcz4",17,NA,NA,NA,NA,0,0,19,"Italiana","Diploma Istituto tecnico commerciale","Studente","CLEAM",1,4,5,"","Assicurararmi un guadagno sicuro indipendentemente da cosa avrebbe scelto l'altro giocatore. Stessa logica che ho utilizzato per fare la previsione.",3,7,6,2,5,6,5,1,5,6,7,1,7,5,6,2,3.75,6.25,6.25,2.25,4,4,5,5,2,5,4,2,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,30,NA,21,NA,NA,2.92307686805725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14
"29","9_5_D3_I",14,"obnpkxbk","pc11",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.152.233.4","2017-05-09 07:44:56.317679+00:00",0,1,NA,NA,2,NA,9,7,2,11,11,NA,NA,15,4,0.408,NA,"1",1,8,2,"3fk4qcz4",17,NA,NA,NA,NA,0,0,19,"Italiana","Diploma scientifico","Studente","Management (CLEAM)",1,5,4,"","Ho pensato che sicuramente ci sarebbe stato qualcuno con l'intenzione di sabotare gli altri offrendo l'opzione B in quanto immagino che la gran parte abbia scommesso su 10/10 offerenti A.  Il numero di tali giocatori doveva perÃ² essere basso poichÃ¨ comunque er una azione svolta contro gli altri e non per lui (il premio al rischio era solo 3 (14-11) quindi decisamente sfavorevole.  Sapendo che in 3 hanno offerto B mi ricredo ulteriormente sulla mia negativa visione delle persone: io in ogni caso non avrei accettato B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,16,21,21,14,19,9,5,5,20,6,10,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,3,1,2,2,2,3,4,3,2,2,1,2,2,2,3,1,2,2,4,4,2,3,4,1,2,4,1,2,1,2,1,1,2,3,4,2,1,3,14,NA,NA,127,NA,NA,NA,52,40,40,44,44,50,46,54,46,58,52,40,6,15
"30","9_5_D3_I",7,"zkkcz1ly","pc4",0,32,32,"miniultimatum_survey",1,"PaymentInfo","10.69.205.24","2017-05-09 07:44:56.071466+00:00",0,1,NA,NA,1,NA,79,67,2,11,11,3,2,15,4,0.408,NA,"1",1,8,2,"3fk4qcz4",17,NA,NA,NA,NA,0,1,23,"italiana","laurea triennale","studente","Marketing management",1,5,5,"aumentare il numero delle interazioni e dei giocatori all'interno del gioco","ho calcolato un numero ipotetico di persone che potessero accettare la proposta B, dopodichÃ¨ l'ho proporzionato su un x numero di persone a cui fosse stata proposta l'offerta B, e ne ho calcolato un valore tale per cui vi fosse tolleranza 10%",2,6,7,1,4,7,2,1,2,6,7,1,7,3,6,4,2.75,5.75,6.75,1.25,4,4,5,4,4,3,3,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,NA,215,NA,NA,3.23076915740967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15
