"","X","ID","participantcode","participantlabel","participanttime_started","player","playerrandom_belief","belief","playerbenchmark_belief","belief_payoff","game_payoff","playerother_game_payoff","playerother_greedy","playerother_accepted_greedy","payoff","groupid_in_subsession","grouprandom_game","accept","offer","subsessiontot_fair","subsessiontot_accept","sessioncode","sessionlabel","gender","age","playercountry","playerdegree","playerjob","playermajor","playeryear_major","playercomp_1","playercomp_2","playercomments","playerwhy_choice","playergasp_1","playergasp_2","playergasp_3","playergasp_4","playergasp_5","playergasp_6","playergasp_7","playergasp_8","playergasp_9","playergasp_10","playergasp_11","playergasp_12","playergasp_13","playergasp_14","playergasp_15","playergasp_16","guilt_neg","guilt_rep","shame_neg","shame_wit","playeraquino_1","playeraquino_2","playeraquino_3","playeraquino_4","playeraquino_5","playeraquino_6","playeraquino_7","playeraquino_8","playeraquino_9","playeraquino_10","playeraquino_11","playeraquino_12","playeraquino_13","ER_index","ER_out","ER_in","CR_out","CR_in","RS","RS_s","RS_v","RS_f","RT","RT_t","RT_r","playerstaxi_1","playerstaxi_2","playerstaxi_3","playerstaxi_4","playerstaxi_5","playerstaxi_6","playerstaxi_7","playerstaxi_8","playerstaxi_9","playerstaxi_10","playerstaxi_11","playerstaxi_12","playerstaxi_13","playerstaxi_14","playerstaxi_15","playerstaxi_16","playerstaxi_17","playerstaxi_18","playerstaxi_19","playerstaxi_20","playerstaxi_21","playerstaxi_22","playerstaxi_23","playerstaxi_24","playerstaxi_25","playerstaxi_26","playerstaxi_27","playerstaxi_28","playerstaxi_29","playerstaxi_30","playerstaxi_31","playerstaxi_32","playerstaxi_33","playerstaxi_34","playerstaxi_35","playerstaxi_36","playerstaxi_37","playerstaxi_38","playerstaxi_39","playerstaxi_40","playerstaxi_41","playerstaxi_42","playerstaxi_43","playerstaxi_44","playerstaxi_45","playerstaxi_46","playerstaxi_47","playerstaxi_48","playerstaxi_49","playerstaxi_50","playerstaxi_51","playerstaxi_52","playerstaxi_53","playerstaxi_54","playerstaxi_55","playerstaxi_56","playerstaxi_57","participant__id_in_session","sec_offer","sec_accept","sec_belief","sessiontime_scheduled","sessiontime_started","aquino_mis","RS_s_norm","RS_v_norm","RS_f_norm","RS_norm","RT_t_norm","RT_r_norm","RT_norm","ER_index_norm","ER_out_norm","ER_in_norm","CR_out_norm","CR_in_norm","treat","unique_group","payoff_tr","payoff_profile","a_high","b_high","inequity_default","direct","final_payoff"
"11",11,"24_2_D1","70sa8h76","pc26","2017-02-24 10:23:27.858408+00:00",2,NA,0.4,4,10,0,0,NA,NA,14,6,0.9507,1,0,4,5,"1pexnuy7",16,0,22,"italiana","Diploma maturitÃ  scientifica","studente","laurea triennale",3,5,5,"no","Ho scelto di non accettare la proposta B perchÃ¨ il giocatore 1 sapeva che io sapevo che lui avrebbe guadagnato molto di piÃ¹ di me, in questo caso ho deciso di fare ""aut simul stabunt aut simul cadunt"", saremmo potuti andare a casa con 8 euro ciascuno. (se tu non sei solidale con me, neanche io lo sono con te).  per la previsione ho provato a stimare le persone ""egoiste"" e ""risk lover"" su un campione di 10 persone.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,21,16,20,23,15,5,5,5,19,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,1,3,3,4,3,3,3,3,3,2,3,1,3,2,3,3,3,2,3,2,3,1,1,3,3,4,2,1,2,1,3,4,3,1,10,NA,35,22,NA,NA,NA,42,42,44,42,44,48,46,52,62,48,46,54,2,6,0,1,0,0,0,1,10
"12",12,"24_2_D1","sg0bd5zj","pc2","2017-02-24 10:22:58.470912+00:00",1,NA,0.37,83,2,0,0,6,5,6,6,0.9507,1,0,4,5,"1pexnuy7",16,0,19,"Italiana","Diploma di Liceo Classico","Studente","Economia aziendale e management",1,4,4,"","Rischiare di ricevere una soma inferiore pur di provare ad attenere una somma maggiore; sapende di ottere comunque una somma",5,7,7,2,6,5,3,3,6,5,6,1,6,2,7,7,5,6.5,5.75,2.25,3,3,1,5,2,3,3,1,1,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,NA,42,NA,NA,2.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,0,1,0,0,0,1,2
"13",13,"24_2_D1","n6zv7xjy","pc24","2017-02-24 10:23:17.726174+00:00",2,NA,0.7,4,2,2,14,NA,NA,6,7,0.7617,1,0,4,5,"1pexnuy7",16,1,22,"italiana","laurea","studente","management",1,5,3,"","ho immaginato che gli altri giocatori fossero per la maggior parte avversi al rischio o quantomeno neutrali e che quindi preferissero un guadagno certo di 8 â‚¬ ad un guadagno incerto di 14 o 0 visto che il valore atteso ponendo le probabilitÃ  al 50% di entrambe le scelte del giocatore 2 Ã¨ 7â‚¬ per il giocatore 1 e dunque minore di 8. Poi ho immaginato che alcuni dei partecipanti fossero propensi al rischio ma pensando che una percentuale del 30% ossia 7 su 10 fosse sufficiente, ma mi sbagliavo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,11,21,28,32,18,8,5,5,19,5,12,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,4,1,1,1,1,4,4,1,4,4,4,2,4,2,4,1,4,2,4,3,4,3,4,1,4,2,1,1,4,2,4,1,4,3,4,1,4,3,20,NA,10,4,NA,NA,NA,54,44,46,48,38,60,48,32,38,58,66,72,2,7,0,1,0,0,0,1,2
"14",14,"24_2_D1","rcjb496v","pc4","2017-02-24 10:23:08.617983+00:00",1,NA,0.91,67,2,14,2,6,4,6,7,0.7617,1,0,4,5,"1pexnuy7",16,0,24,"italiana","diploma","studente","CLMG",5,5,4,"","Ho pensato di fare l'offerta B, nell'ipotesi che sia meglio ricevere 2 euro piuttosto che 0. La previsione di un risultato alto per quanto attiene all'accettazione dell'offerta era razionale, ma essendo un gioco basato esclusivamente sulla vincita e non sulla possibilitÃ  di perdere propri soldi, qualche giocatore 2 ha preferito non vincere nulla piuttosto che far vincere una maggior somma al giocatore 1. Io sono contro le strategie punitive.",5,7,7,2,4,7,2,1,7,7,4,2,5,6,7,4,5.5,5.5,6.5,1.75,4,3,3,2,4,4,4,3,3,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,15,NA,NA,3.07692313194275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,1,0,0,0,1,2
"15",15,"24_2_D1","lkqc90du","pc9","2017-02-24 10:23:22.542789+00:00",1,NA,0.95,67,2,14,2,6,4,6,8,0.8412,NA,1,4,5,"1pexnuy7",16,0,18,"italiana","Diploma di maturitÃ  scientifica","studente","economia e finanza",1,5,5,"no","ho cercato di ottenere il guadagno maggiore possibile",7,4,4,1,5,4,5,2,6,4,5,1,7,3,6,2,4.5,5,4.75,2.25,5,4,4,5,4,3,4,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,15,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0,1,0,0,0,1,2
"16",16,"24_2_D1","w9ibts0s","pc5","2017-02-24 10:23:12.179103+00:00",2,NA,0.6,4,2,2,14,NA,NA,6,8,0.8412,NA,1,4,5,"1pexnuy7",16,1,23,"Italiana","Laurea triennale","Studentessa","Marketing",2,3,2,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,18,11,21,20,21,11,5,5,27,11,12,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,3,2,4,3,2,2,2,3,2,4,3,2,3,1,3,4,2,2,3,1,2,2,3,3,3,1,3,1,3,1,2,3,2,1,3,2,3,2,3,2,2,1,18,NA,10,15,NA,NA,NA,66,44,46,52,68,60,64,48,58,36,50,48,2,8,0,1,0,0,0,1,2
"17",17,"24_2_D1","btk8gvkj","pc22","2017-02-24 10:23:04.748114+00:00",2,NA,0.6,3,2,8,8,NA,NA,6,9,0.6941,NA,1,4,5,"1pexnuy7",16,0,20,"italiana","universitÃ ","studente","cleam",2,5,5,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,20,17,17,20,45,17,14,14,25,10,9,4,4,3,4,2,4,4,3,2,2,3,2,3,2,3,3,2,3,1,4,2,3,2,3,2,2,2,3,3,4,4,2,2,3,3,2,2,3,3,3,2,2,2,2,2,3,2,3,2,1,2,3,2,2,2,2,2,2,NA,NA,4,NA,NA,NA,82,68,68,74,60,48,58,56,58,50,40,48,2,9,0,1,0,0,0,1,2
"18",18,"24_2_D1","knyd7rdj","pc16","2017-02-24 10:22:38.854763+00:00",1,NA,0.21,71,2,8,8,7,5,6,9,0.6941,NA,1,4,5,"1pexnuy7",16,1,21,"italiana","studente","studente","CLEF",3,5,5,"","credevo che pochi giocatori 2 avrebbero accettato l'offerta B, per questo la mia previsione era bassa",7,7,7,1,7,3,3,5,7,7,7,3,7,7,7,7,7,7,6,3,5,5,5,5,5,5,5,3,3,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,7,NA,17,NA,NA,4.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,0,1,0,0,0,1,2
"19",19,"24_2_D1","0nezido8","pc6","2017-02-24 10:23:32.871290+00:00",1,NA,0.95,83,2,0,0,6,5,4,10,0.0986,NA,1,4,5,"1pexnuy7",16,1,22,"italiana","laurea magistrale","studente","marketing management",1,4,4,"no","ho effettuato la scelta basandomi sui payoff del giocatore 2, che scegliendo tra 2 euro e 0 euro avrebbe preferito ricevere una somma di denaro invece che nulla",6,5,6,3,5,7,3,2,6,5,5,2,5,6,4,5,5.75,4.75,5.75,2.5,4,4,3,5,4,4,3,4,3,4,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,54,NA,61,NA,NA,3.46153855323792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,1,0,0,0,1,0
"20",20,"24_2_D1","3m6dyvyc","pc17","2017-02-24 10:22:42.473677+00:00",2,NA,0.4,4,10,0,0,NA,NA,4,10,0.0986,NA,1,4,5,"1pexnuy7",16,1,19,"Italiana","Diploma da ragioniere programmatore","Studente","CLEAM",1,5,3,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,14,20,15,16,22,9,7,6,23,9,11,1,2,1,1,1,1,2,1,3,4,1,1,1,1,1,1,2,4,2,4,2,2,1,1,4,2,2,2,1,3,3,2,2,2,1,2,3,2,2,2,3,2,1,2,3,2,2,2,3,2,2,2,3,2,1,2,2,16,NA,21,53,NA,NA,NA,56,46,48,50,54,56,54,56,44,54,38,42,2,10,0,1,0,0,0,1,0
"21",21,"24_2_D1","48h13job","pc3","2017-02-24 10:23:04.152933+00:00",1,NA,0.35,71,2,8,8,7,5,12,11,0.3093,1,0,4,5,"1pexnuy7",16,0,22,"Italiana","Diploma classico","Studente","Cleam",3,5,5,"","Ho fatto l'offerta A perchÃ¨ pensavo che l'offerta B non sarebbe stata accettata (io almeno non l'avrei accettata, perchÃ¨ non era equa, anche se avrei guadagnato meno)",5,4,6,1,6,5,6,1,4,7,7,2,5,7,7,4,5,6,5.75,2.5,4,4,4,5,5,4,5,1,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,NA,27,NA,NA,3.1538462638855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,0,1,0,0,0,1,8
"22",22,"24_2_D1","npusebgg","pc1","2017-02-24 10:22:52.346402+00:00",2,NA,0,3,2,8,8,NA,NA,12,11,0.3093,1,0,4,5,"1pexnuy7",16,0,20,"italiana","diploma classico","studente","cleam",2,5,5,"Sarei curioso di sapere cosa succederebbe se la vincita nell'Offerta A per entrambi i giocatori fosse 7â‚¬.   O se addirittura nell'Offerta A, la vincita potenziale del giocatore 2 fosse maggiore della vincita potenziale del giocatore 1. In tal caso sono sicuro che il desiderio di ""vendetta"" per i giocatori che scelgono l'offerta B porterebbe a un rifiuto dei giocatori 2 dell'offerta B. O no?  per il resto tutto limpido e chiaro!   Una piccola cosa, nell'email che ci avete inviato, l'orario era sbagliato, diceva che l'incontro era fissato dalle 12:30 alle 13:30!","Non ho potuto fare alcuna scelta dato che ero il giocatore nel gioco.   La ragione suggerisce che individui razionali, nel ruolo del giocatore 1, avrebbero dovuto scegliere l'offerta B, dato che il giocatore 2 avrebbe sicuramente accettato, la vincita accettando sarebbe stata superiore (2>0).   Qualcosa che ha a che fare con Nash, non ricordo esattamente. Il fatto che qualcuno abbia scelto l'Offerta A, indica che la componente emotiva giochi un ruolo fondamentale, piuttosto che rischiare di non vincere nulla hanno preferito avere 8â‚¬ facili.   Pensavo che tutti usassero la ragione e nessuno fosse avverso al rischio ed Ã¨ per questo che nella previsione ho messo 0 su 10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,20,21,19,26,32,9,15,8,27,10,12,1,2,1,2,1,2,1,1,3,3,1,4,2,4,4,2,3,2,4,3,3,3,3,2,2,4,3,3,4,3,4,4,4,2,1,3,3,3,3,3,1,2,2,2,1,1,2,3,1,3,2,4,4,2,3,4,3,22,NA,NA,10,NA,NA,NA,56,70,52,60,60,58,62,54,58,58,44,60,2,11,0,1,0,0,0,1,8
"23",45,"16_2_D2","5m45xzi6","pc18","2017-02-16 10:47:39.509400+00:00",1,NA,0.3,75,2,8,11,8,6,12,1,0.0673,NA,1,3,6,"4eatvz92",2,0,23,"Italiana","Laurea triennale","Studente","Economics and Social Sciences",2,5,5,"","Ho pensato molte piÃ¹ persone avrebbero punito la scelta egoistica di quante lo abbiano realmente fatto. Viste le cifre in gioco, ho ritenuto poche persone avrebbero preferito l'hedge di 2â‚¬ . A mia volta, in quanto giocatore 1 ho fatto una scelta avversa al rischio (la proposta A), preferendo sacrificare parte del guadagno per la certezza del guadagno.",6,4,7,1,2,4,2,1,7,5,7,2,7,6,6,5,6,4.75,5.75,1.5,5,4,5,5,5,4,5,4,1,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,66,NA,NA,3.92307686805725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,23,1,2,0,1,1,1,8
"24",46,"16_2_D2","nbfx146k","pc8","2017-02-16 10:48:27.389369+00:00",2,NA,0.3,2,2,11,8,NA,NA,15,1,0.0673,NA,1,3,6,"4eatvz92",2,0,19,"Italiana","Diploma di Liceo Classico","Studente","CLEAM",1,5,4,"No","Nel gioco non ho celto ma avevo intuito che ci sarebbe stata un'alta probabilitÃ  che mi venisse proposta l'offerta A. Nella previsione avevo stimato a mente un 75% di persone che avrebbe proposto l'Offerta A e ho deciso di arrotondare per difetto a 7, dato che io per primo avrei optato per la Offerta B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,15,16,14,10,21,7,6,8,18,5,10,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,3,3,1,2,2,1,2,3,1,2,2,2,3,1,2,2,1,1,3,3,3,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,2,8,NA,NA,19,NA,NA,NA,48,44,48,46,40,50,44,58,44,46,38,32,4,23,1,2,0,1,1,1,11
"25",47,"16_2_D2","qmbwnvdg","pc11","2017-02-16 10:48:39.193969+00:00",2,NA,0.9,2,2,11,8,NA,NA,15,2,0.2853,NA,1,3,6,"4eatvz92",2,0,19,"Italiana","Diploma liceale","Studente","Cleam",1,4,5,"L'esperimento Ã¨ risultato chiaro ed efficiente ed ha tenuto conto del fattore di egoismo del singolo agente economico che prenderÃ  la scelta migliore per sÃ©.","La mia scelta Ã¨ stata basata sul ragionamento induttivo contrario, ovvero sapendo che la maggior parte degli agenti avrebbe scelto la soluzione OFFERTA A poichÃ© questa gli avrebbe assicurato un pay-off maggiore sicuro maggiore a quello potenziale atteso dell'OFFERTA B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,12,15,19,23,17,7,5,5,14,5,6,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,3,1,3,4,3,2,3,3,2,1,3,1,4,3,3,2,2,1,2,1,1,2,3,2,3,1,3,1,2,1,3,1,20,NA,NA,63,NA,NA,NA,48,40,40,42,40,36,36,40,38,44,48,58,4,24,1,2,0,1,1,1,11
"26",48,"16_2_D2","tdamrl13","pc20","2017-02-16 10:47:54.451082+00:00",1,NA,0.91,75,2,8,11,8,6,12,2,0.2853,NA,1,3,6,"4eatvz92",2,0,23,"italiana","laurea triennale","studente","management",4,5,5,"","Ho cercato un guadagno certo",7,7,7,1,7,7,2,2,7,7,7,7,7,7,6,6,6.75,6.75,7,3,5,4,4,5,5,4,5,1,1,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,7,NA,NA,3.76923084259033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,24,1,2,0,1,1,1,8
"27",49,"16_2_D2","eq2m1kw3","pc1","2017-02-16 10:47:29.173479+00:00",1,NA,0.64,86,2,0,0,7,6,4,3,0.0579,NA,1,3,6,"4eatvz92",2,0,20,"Italiana","Diploma di liceo scientifico","Studente","BIEF",2,5,3,"A mio avviso troppo breve","Proponendo l'offerta B mi aspettavo che il giocatore 2 la accettasse, in quanto avrebbe guadagnato 2 euro invece di 0, come invece ha deciso di fare",3,5,6,1,2,6,4,2,4,4,5,2,4,3,3,2,3,3.75,5,2.25,4,3,3,4,4,4,3,1,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,NA,53,NA,NA,2.61538457870483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,25,1,2,0,1,1,1,0
"28",50,"16_2_D2","j88hoa7o","pc9","2017-02-16 10:48:23.961947+00:00",2,NA,0.4,3,2,0,0,NA,NA,4,3,0.0579,NA,1,3,6,"4eatvz92",2,0,20,"Italiana","Diploma","Studente","Economia e finanza",2,4,4,"L'esperimento non Ã¨ migliorabile dal mio punto di vista","La mia scelta di rifiutare la scelta B Ã¨ stata dovuta al fatto che mi Ã¨ indifferente guadagnare 2 euro o 0 euro, perciÃ² ho preferito non far guadagnare l'altro giocatore che non mi ha oermesso di guadagnare gli 11 euro che avrei guadagnato con la scelta A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,15,24,24,32,18,8,5,5,21,6,11,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,2,1,3,2,1,4,1,2,4,3,4,2,4,3,4,2,4,3,4,2,4,3,4,1,4,4,1,2,4,2,3,1,4,3,4,3,4,3,16,NA,9,22,NA,NA,NA,52,42,44,46,44,54,50,42,46,66,56,72,4,25,1,2,0,1,1,1,0
"29",51,"16_2_D2","jwhqwoxv","pc26","2017-02-16 10:48:30.616709+00:00",1,NA,0.91,71,2,14,2,7,5,18,4,0.3359,0,0,3,6,"4eatvz92",2,1,22,"italiana","Laurea triennale","studente","Marketing manager",1,5,5,"","In qualitÃ  di giocatore 1: logica del piÃ¹ alto guadagno tra scelta A e B (e quindi la B), considerato che il giocatore B non ha incentivo a rifiutare visto che il rifiuto non porta guadagno.",3,7,7,1,5,7,1,4,7,7,7,1,7,7,7,7,6,6.5,7,1.75,4,4,4,5,2,3,3,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,22,NA,NA,2.53846144676208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,26,1,2,0,1,1,1,14
"30",52,"16_2_D2","y5p2l1mz","pc21","2017-02-16 10:47:58.577447+00:00",2,NA,0.3,3,10,2,14,NA,NA,6,4,0.3359,0,0,3,6,"4eatvz92",2,0,21,"Italiana","Scuola Superiore","Studente","CLEF",3,5,4,"PiÃ¹ equo il pagamento e il pagamento nel maggiore dei due casi (previsione e gioco)","Pensando alla distribuzione maschi femmine che ho visto nell'esperimento e pensando al tipo di ragionamento del giocatore 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,19,20,20,21,23,10,7,6,16,5,8,1,3,2,1,1,1,2,1,3,3,1,1,1,1,1,1,2,1,2,3,1,2,1,1,2,3,2,3,2,3,4,2,3,2,1,3,2,3,3,3,2,3,3,3,3,2,3,3,3,3,1,2,3,3,2,2,2,22,NA,12,31,NA,NA,NA,60,48,46,52,40,44,40,54,56,56,46,50,4,26,1,2,0,1,1,1,2
"31",53,"16_2_D2","jvu9l5hh","pc4","2017-02-16 10:47:38.809487+00:00",2,NA,0.4,2,2,11,8,NA,NA,15,5,0.4352,NA,1,3,6,"4eatvz92",2,0,19,"italiana","MaturitÃ  scientifica","Studente","CLEAM",1,5,4,"","vedendo che vi era la possibilitÃ  che nessuno dei 10 participanti del gioco avrebbe potuto scegliere la possibilitÃ  B mi sono immaginato che vi fossero dei precendenti, quindi una minore propensione alla scelta B sulla A. per questa paura speravo che in molti scegliessero comunque la B, ma che ci fosse un insieme ""cuscinetto"" di giocatori, il 40%, che avrebbe scelto A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,15,20,20,24,15,5,5,5,17,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,1,2,3,1,4,4,3,3,3,2,3,2,3,2,3,4,3,2,3,1,3,4,1,1,3,1,2,1,2,3,3,2,3,2,10,NA,NA,23,NA,NA,NA,42,40,40,40,50,40,42,46,44,54,50,60,4,27,1,2,0,1,1,1,11
